|||Sütunlar|
Satırlar|||Tüketici Madde Fiyatları (2003=100)|
|||Türkiye-TR|
||||
||0452101. (Doğal Gaz)|1.1282|
||0830009. (İnternet Ücreti)|54.1051|
|06-Haziran|0122101. (Su)|0.6162|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1281|
||0830009. (İnternet Ücreti)|54.1051|
|07-Temmuz|0122101. (Su)|0.6192|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1283|
||0830009. (İnternet Ücreti)|54.1051|
|08-Ağustos|0122101. (Su)|0.6211|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1284|
||0830009. (İnternet Ücreti)|54.1051|
|09-Eylül|0122101. (Su)|0.6225|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1293|
||0830009. (İnternet Ücreti)|54.1051|
|10-Ekim|0122101. (Su)|0.6242|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1314|
||0830009. (İnternet Ücreti)|54.1051|
|11-Kasım|0122101. (Su)|0.6256|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1362|
||0830009. (İnternet Ücreti)|54.1051|
|12-Aralık|0122101. (Su)|0.6257|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1438|
||0830009. (İnternet Ücreti)|54.1051|
2018|01-Ocak|0122101. (Su)|0.6399|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1482|
||0830009. (İnternet Ücreti)|47.8751|
|02-Şubat|0122101. (Su)|0.6567|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1483|
||0830009. (İnternet Ücreti)|47.8751|
|03-Mart|0122101. (Su)|0.6658|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1495|
||0830009. (İnternet Ücreti)|47.8751|
|04-Nisan|0122101. (Su)|0.6701|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1537|
||0830009. (İnternet Ücreti)|47.8751|
|05-Mayıs|0122101. (Su)|0.6791|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1591|
||0830009. (İnternet Ücreti)|47.8751|
|06-Haziran|0122101. (Su)|0.6929|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1658|
||0830009. (İnternet Ücreti)|63.3241|
|07-Temmuz|0122101. (Su)|0.7138|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1786|
||0830009. (İnternet Ücreti)|65.2728|
|08-Ağustos|0122101. (Su)|0.726|
||0451001. (Elektrik Ücreti)|0.5027|
||0452101. (Doğal Gaz)|1.2664|
||0830009. (İnternet Ücreti)|65.2728|
|09-Eylül|0122101. (Su)|0.7637|
||0451001. (Elektrik Ücreti)|0.5479|
||0452101. (Doğal Gaz)|1.3671|
||0830009. (İnternet Ücreti)|65.2728|
|10-Ekim|0122101. (Su)|0.8178|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.489|
||0830009. (İnternet Ücreti)|65.2728|
|11-Kasım|0122101. (Su)|0.8234|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.5046|
||0830009. (İnternet Ücreti)|55.3841|
|12-Aralık|0122101. (Su)|0.8187|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.4992|
||0830009. (İnternet Ücreti)|55.3841|
2019|01-Ocak|0122101. (Su)|0.7626|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3742|
||0830009. (İnternet Ücreti)|55.0434|
|02-Şubat|0122101. (Su)|0.7604|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3713|
||0830009. (İnternet Ücreti)|55.6648|
|03-Mart|0122101. (Su)|0.7603|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3711|
||0830009. (İnternet Ücreti)|55.9174|
|04-Nisan|0122101. (Su)|0.7611|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3732|
||0830009. (İnternet Ücreti)|55.7981|
|05-Mayıs|0122101. (Su)|0.7587|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.38|
||0830009. (İnternet Ücreti)|56.3973|
|06-Haziran|0122101. (Su)|0.7791|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3924|
||0830009. (İnternet Ücreti)|57.281|
|07-Temmuz|0122101. (Su)|0.8097|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.3968|
||0830009. (İnternet Ücreti)|56.9151|
|08-Ağustos|0122101. (Su)|0.8122|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.6013|
||0830009. (İnternet Ücreti)|57.3943|
|09-Eylül|0122101. (Su)|0.8121|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.8242|
||0830009. (İnternet Ücreti)|57.8226|
|10-Ekim|0122101. (Su)|0.8094|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8262|
||0830009. (İnternet Ücreti)|58.4221|
|11-Kasım|0122101. (Su)|0.81|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8273|
||0830009. (İnternet Ücreti)|58.844|
|12-Aralık|0122101. (Su)|0.807|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8289|
||0830009. (İnternet Ücreti)|59.2039|
2020|01-Ocak|0122101. (Su)|0.846|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.829|
||0830009. (İnternet Ücreti)|58.8981|
|02-Şubat|0122101. (Su)|0.8485|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8331|
||0830009. (İnternet Ücreti)|59.4834|
|03-Mart|0122101. (Su)|0.8587|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8381|
||0830009. (İnternet Ücreti)|59.7204|
|04-Nisan|0122101. (Su)|0.8853|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8423|
||0830009. (İnternet Ücreti)|60.3592|
|05-Mayıs|0122101. (Su)|0.8877|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8514|
||0830009. (İnternet Ücreti)|61.0592|
|06-Haziran|0122101. (Su)|0.8825|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8597|
||0830009. (İnternet Ücreti)|61.4687|
|07-Temmuz|0122101. (Su)|0.8849|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8605|
||0830009. (İnternet Ücreti)|61.8042|
|08-Ağustos|0122101. (Su)|0.8909|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8644|
||0830009. (İnternet Ücreti)|62.3433|
|09-Eylül|0122101. (Su)|0.9046|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.869|
||0830009. (İnternet Ücreti)|63.305|
|10-Ekim|0122101. (Su)|0.9138|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.879|
||0830009. (İnternet Ücreti)|64.5152|
|11-Kasım|0122101. (Su)|0.9209|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8903|
||0830009. (İnternet Ücreti)|65.0576|
|12-Aralık|0122101. (Su)|0.9306|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.9035|
||0830009. (İnternet Ücreti)|66.0217|
2021|01-Ocak|0122101. (Su)|0.9259|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9243|
||0830009. (İnternet Ücreti)|66.2986|
|02-Şubat|0122101. (Su)|0.9247|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9396|
||0830009. (İnternet Ücreti)|67.2231|
|03-Mart|0122101. (Su)|0.931|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9577|
||0830009. (İnternet Ücreti)|67.8572|
|04-Nisan|0122101. (Su)|0.9779|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9791|
||0830009. (İnternet Ücreti)|68.5443|
|05-Mayıs|0122101. (Su)|0.9939|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0061|
||0830009. (İnternet Ücreti)|69.1365|
|06-Haziran|0122101. (Su)|1.0028|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0174|
||0830009. (İnternet Ücreti)|70.2197|
|07-Temmuz|0122101. (Su)|1.0162|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.216|
||0830009. (İnternet Ücreti)|71.385|
|08-Ağustos|0122101. (Su)|1.0306|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2298|
||0830009. (İnternet Ücreti)|71.7263|
|09-Eylül|0122101. (Su)|1.0656|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2396|
||0830009. (İnternet Ücreti)|73.1729|
|10-Ekim|0122101. (Su)|1.0749|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2495|
||0830009. (İnternet Ücreti)|73.7116|
|11-Kasım|0122101. (Su)|1.1078|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2563|
||0830009. (İnternet Ücreti)|74.596|
|12-Aralık|0122101. (Su)|1.2452|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2757|
||0830009. (İnternet Ücreti)|75.3537|
2022|01-Ocak|0122101. (Su)|1.2838|
||0451001. (Elektrik Ücreti)|1.5562|
||0452101. (Doğal Gaz)|2.7515|
||0830009. (İnternet Ücreti)|76.27|
|02-Şubat|0122101. (Su)|1.4107|
||0451001. (Elektrik Ücreti)|1.4809|
||0452101. (Doğal Gaz)|2.8411|
||0830009. (İnternet Ücreti)|77.5432|
|03-Mart|0122101. (Su)|1.5264|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|2.9071|
||0830009. (İnternet Ücreti)|79.0905|
|04-Nisan|0122101. (Su)|1.733|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|3.7188|
||0830009. (İnternet Ücreti)|81.5053|
||||
